entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen,fecha_de_recepcion_de,fecha_de_apertura_efectiva,fecha_adjudicacion,fecha_de_apertura_de_respuesta,fecha_de_publicacion_fase_2,fecha_de_publicacion,origen_barrido,grupo,ambito,cuenta_indicador,nivel_relacion,motivo_relacion,regla_persona_natural,anterior_al_sismo,plataforma,es_ungrd,fecha_efectiva,revisada,revision_nota,revision_revisor,revision_fecha,primera_vez_visto,ultima_revision
SANTIAGO DE CALI  DISTRITO ESPECIAL - SECRETARIA DE CULTURA,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10893207,4148.010.32.1.1163-2026,702384207,CO1.BDOS.10709344,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN,"PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN EN LA SECRETARÍA DE CULTURA EN DESARROLLO DEL PROYECTO DE INVERSIÓN   FORTALECIMIENTO DE LA CIRCULACIÓN DE CONTENIDOS CULTURALES EN SANTIAGO DE CALI  CON FICHA BP-26005286, VIGENCIA 2026",Presentación de oferta,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,8376000,Contratación directa,Servicios profesionales y apoyo a la gestión,70,día(s),Cali,Secretaría de Cultura,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10755213,702384207,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Alcaldía de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-21,False,,,,2026-08-22 21:40:21,2026-09-06 11:23:43
GOBERNACION DEL VALLE DEL CAUCA - DADI,8903990295,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10858845,DADI-DPS-1395-2026,702376260,CO1.BDOS.10675541,PRESTACION DE SERVICIOS,"PRESTACIÓN DE SERVICIOS PROFESIONALES ESPECIALIZADOS DENTRO DEL PROYECTO DE FORTALECIMIENTO INSTITUCIONAL PARA EL DESARROLLO DE POLITICAS, PROGRAMAS Y PROYECTOS DE LA GOBERNACION DEL VALLE DEL CAUCA.",Presentación de oferta,2026-08-14T00:00:00.000,2026-08-14T00:00:00.000,2026-08-14T00:00:00.000,5000000,Contratación directa,Servicios profesionales y apoyo a la gestión,1,Mes(es),Cali,DEPARTAMENTO ADMINISTRATIVO DE DESARROLLO INSTITUCIONAL,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10713813,702376260,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Gobernación del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-14,False,,,,2026-08-16 13:54:16,2026-09-06 11:23:43
DEPARTAMENTO DEL VALLE DEL CAUCA - OFICINA PARA LA TRANSPARENCIA DE LA GESTIÓN PÚBLICA,890399029,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10848767,CD-PS-TP-127-2026,708732367,CO1.BDOS.10665936,PRESTACIÓN DE SERVICIOS PROFESIONALES COMO INGENIERO INDUSTRIAL; EN LA OFICINA PARA LA TRANSPARENCIA DE LA GESTION PÚBLICA;,"PRESTACIÓN DE SERVICIOS PROFESIONALES COMO INGENIERO INDUSTRIAL, EN LA OFICINA PARA LA TRANSPARENCIA DE LA GESTION PÚBLICA,",Presentación de oferta,2026-08-13T00:00:00.000,2026-08-13T00:00:00.000,2026-08-13T00:00:00.000,6000000,Contratación directa,Servicios profesionales y apoyo a la gestión,1,Mes(es),Cali,OFICINA PARA LA TRANSPARENCIA DE LA GESTIÓN PÚBLICA - VALLE DEL CAUCA,0,0,0,0,0,0,0,0,0,Seleccionado,60,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10703644,708732367,Presentación de oferta,,,,,,,departamento+nit,Gobernación del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-13,False,,,,2026-08-16 13:54:16,2026-09-06 11:23:43
SECRETARIA DE EDUCACION DE CALI,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10887274,4143.010.32.1774-2026,702435959,CO1.BDOS.10703567,Prestación de servicios como profesional especializado; a favor de la Secretaría de Educación del Distrito Especial de Santiago de Cali,"Prestación de servicios como profesional especializado, a favor de la Secretaría de Educación del Distrito Especial de Santiago de Cali",Presentación de oferta,2026-08-20T00:00:00.000,2026-08-20T00:00:00.000,2026-08-20T00:00:00.000,31235000,Contratación directa,Servicios profesionales y apoyo a la gestión,5,Mes(es),Cali,Secreraría de Educación Cali,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10742405,702435959,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Alcaldía de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-20,False,,,,2026-08-21 20:26:38,2026-09-06 11:23:43
GOBERNACIÓN VALLE DEL CAUCA -SECRETARIA DE SALUD,890399029,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10870379,1.220.19.13- 472-2026,709404925,CO1.BDOS.10687182,PRESTACIÓN DE SERVICIOS PROFESIONALES,"CONTRATAR LA PRESTACIÓN DE SERVICIOS PROFESIONALES COMO CONTADOR PÚBLICO ESPECIALISTA EN GERENCIA TRIBUTARIA, PARA FORTALECER DESDE SU PERFIL A LA SECRETARA DEPARTAMENTAL DE SALUD DEL VALLE Y DESARROLLAR ACTIVIDADES ENCAMINADAS A HACER CUMPLIR LAS COMPETENCIAS DE LA ENTIDAD TERRITORIAL",Presentación de oferta,2026-08-18T00:00:00.000,2026-08-18T00:00:00.000,2026-08-18T00:00:00.000,35000000,Contratación directa,Servicios profesionales y apoyo a la gestión,5,Mes(es),Cali,SECRETARIA DEPARTAMENTAL DE SALUD DEL VALLE,0,0,0,0,0,0,0,0,0,Seleccionado,60,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10725712,709404925,Presentación de oferta,,,,,,,departamento+nit,Gobernación del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-18,False,,,,2026-08-21 09:07:06,2026-09-06 11:23:43
GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION,890399029,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10896451,SED-1090-2026,709360457,CO1.BDOS.10712740,PRESTAR LOS SERVICIOS COMO TECNÓLOGO,PRESTAR LOS SERVICIOS COMO TECNÓLOGO DENTRO DEL PROYECTO: FORTALECIMIENTO Y SOSTENIMIENTO DEL SERVICIO EDUCATIVO EN LOS 34 MUNICIPIOS NO CERTIFICADOS DEL   VALLE DEL CAUCA.,Presentación de oferta,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,3500000,Contratación directa,Servicios profesionales y apoyo a la gestión,11,día(s),No Aplica,SECRETARIA DE EDUCACIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10755716,709360457,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Gobernación del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-21,False,,,,2026-08-22 21:40:21,2026-09-06 11:23:43
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE PAZ Y CULTURA CIUDADANA,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10846421,4164.010.32.1.0774-2026,702364142,CO1.BDOS.10663415,Prestación de servicios de apoyo a la gestión a la Secretaría de Paz y Cultura Ciudadana,"Prestar los servicios de apoyo a la gestión a la Secretaría de Paz y Cultura Ciudadana, para el desarrollo del proyecto denominado:Implementación del programa de prevención de violencias, construcción de paz y resolución pacífica de los conflictos  'Cali Pazcífica'  en el Distrito de Santiago de Cali.",Presentación de oferta,2026-08-13T00:00:00.000,2026-08-13T00:00:00.000,2026-08-13T00:00:00.000,7102000,Contratación directa,Servicios profesionales y apoyo a la gestión,53,día(s),Cali,Secretaría de Paz y Cultura Ciudadana,0,0,0,0,0,0,0,0,0,Seleccionado,60,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10706492,702364142,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Alcaldía de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-13,False,,,,2026-08-16 13:54:16,2026-09-06 11:23:43
UAEPA2,8903990113,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10917764,4183.010.32.1.262-2026,721722049,CO1.BDOS.10734331,PRESTACION DE SERVICIOS Y/O APOYO A LA GESTION,"Prestar servicios profesionales médico veterinarios con el fin de brindar soporte las acciones en territorio para los animales de Cali de la Unidad Administrativa Especial de Protección Animal, según la FICHA BP-26005414",Presentación de oferta,2026-08-25T00:00:00.000,2026-08-25T00:00:00.000,2026-08-25T00:00:00.000,7894000,Contratación directa,Servicios profesionales y apoyo a la gestión,2,Mes(es),Cali,Unidad Administrativa Especial de Protección Animal - UAEPA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10774960,721722049,Presentación de oferta,,,,,,,departamento+nit,Alcaldía de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-25,False,,,,2026-08-28 08:00:12,2026-09-06 11:23:43
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE SEGURIDAD Y JUSTICIA,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10895338,4161.010.32.1.1535.2026,703282152,CO1.BDOS.10711642,Prestación de Servicios de Apoyo a la Gestión,Prestación de Servicios de Apoyo a la Gestión en la Secretaría de Seguridad y Justicia,Presentación de oferta,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,4357500,Contratación directa,Servicios profesionales y apoyo a la gestión,10,día(s),Cali,Secretaría de Seguridad y Justicia,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10750002,703282152,Presentación de oferta,,,,,,,departamento+nit,Alcaldía de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-21,False,,,,2026-08-22 21:40:21,2026-09-06 11:23:43
GOBERNACION DEL VALLE DEL CAUCA - DADI,8903990295,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10853914,DADI-DPS-1306-2026,702376260,CO1.BDOS.10670379,PRESTACION DE SERVICIOS,PRESTACION DE SERVICIOS PROFESIONALES EN EL DEPARTAMENTO DEL VALLE DEL CAUCA,Presentación de oferta,2026-08-13T00:00:00.000,2026-08-13T00:00:00.000,2026-08-13T00:00:00.000,7700000,Contratación directa,Servicios profesionales y apoyo a la gestión,1,Mes(es),Cali,DEPARTAMENTO ADMINISTRATIVO DE DESARROLLO INSTITUCIONAL,0,0,0,0,0,0,0,0,0,Seleccionado,60,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10708423,702376260,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Gobernación del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-13,False,,,,2026-08-16 13:54:16,2026-09-06 11:23:43
GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION,890399029,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10917295,SED-1233-2026,709360457,CO1.BDOS.10734001,PRESTAR LOS SERVICIOS COMO ASISTENCIAL,PRESTAR LOS SERVICIOS COMO ASISTENCIAL DENTRO DEL PROYECTO: MANTENIMIENTO DE LA GESTIÓN ADMINISTRATIVA EN LA SECRETARÍA DE EDUCACIÓN DEL VALLE DEL CAUCA,Presentación de oferta,2026-08-25T00:00:00.000,2026-08-25T00:00:00.000,2026-08-25T00:00:00.000,2500000,Contratación directa,Servicios profesionales y apoyo a la gestión,7,día(s),No Aplica,SECRETARIA DE EDUCACIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10771252,709360457,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Gobernación del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-25,False,,,,2026-08-28 08:00:12,2026-09-06 11:23:43
GOBERNACIÓN DEL VALLE DEL CAUCA - SECRETARIA DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,890399029,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10864673,SETIC-CD-191-2026,709403372,CO1.BDOS.10681564,PRESTACION DE SERVICIOS PROFESIONALES,"PRESTAR LOS  SERVICIOS PROFESIONALES COMO ECONOMISTA, EN LA EJECUCION DEL PROYECTO DENOMINADO:   MODERNIZACIÓN DE LA INFRAESTRUCTURA TI Y SERVICIOS INFORMÁTICOS DE LA GOBERNACIÓN DEL VALLE DEL CAUCA , EN LA SECRETARÍA DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES.",Presentación de oferta,2026-08-18T00:00:00.000,2026-08-18T00:00:00.000,2026-08-18T00:00:00.000,5000000,Contratación directa,Servicios profesionales y apoyo a la gestión,15,día(s),Cali,SECRETARIA DE LAS TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10722235,709403372,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Gobernación del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-18,False,,,,2026-08-19 21:33:02,2026-09-06 11:23:43
SECRETARIA DE EDUCACION DE CALI,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10934913,4143.010.32.1789-2026,702435959,CO1.BDOS.10750943,PRESTACIÓN DE SERVICIOS PROFESIONALES-,PRESTACIÓN DE SERVICIOS PROFESIONALES ESPECIALIZADOS A FAVOR DE LA SECRETARÍA DE EDUCACIÓN DEL DISTRITO ESPECIAL DE SANTIAGO DE CALI.-,Presentación de oferta,2026-08-27T00:00:00.000,2026-08-27T00:00:00.000,2026-08-27T00:00:00.000,25134000,Contratación directa,Servicios profesionales y apoyo a la gestión,3,Mes(es),Cali,Secreraría de Educación Cali,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10788395,702435959,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Alcaldía de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-27,False,,,,2026-08-30 01:52:09,2026-09-06 11:23:43
DEPARTAMENTO DEL VALLE DEL CAUCA - UNIDAD ADMINISTRATIVA ESPECIAL DE IMPUESTOS RENTAS Y GESTION TRIBUTARIA,890399029,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10866671,1.120.80.19.13-0495-2026,707720215,CO1.BDOS.10683576,PRESTACION DE SERVICIOS DE APOYO A LA GESTION,"PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTION COMO ASISTENCIAL EN LA UNIDAD ADMINISTRATIVA ESPECIAL DE IMPUESTOS, RENTAS Y GESTIÓN TRIBUTARIA DEL DEPARTAMENTO DEL VALLE DEL CAUCA EN CUMPLIMIENTO DEL PROYECTO DE INVERSIÓN: MEJORAMIENTO FINANCIERO EN EL MARCO DEL PROGRAMA ANTICONTRABANDO EN EL DEPARTAMENTO DEL VALLE DEL CAUCA.",Presentación de oferta,2026-08-18T00:00:00.000,2026-08-18T00:00:00.000,2026-08-18T00:00:00.000,5000000,Contratación directa,Servicios profesionales y apoyo a la gestión,2,Mes(es),No Aplica,UNIDAD DE RENTAS / GOBERNACION DEL VALLE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10725017,707720215,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Gobernación del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-18,False,,,,2026-08-21 09:07:06,2026-09-06 11:23:43
DEPARTAMENTO DEL VALLE DEL CAUCA - SECRETARIA DE TURISMO,890399029,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10839006,1.370.19.13-0193.2026,709606271,CO1.BDOS.10655914,PRESTACION DE SERVICIOS PROFESIONALES Y/O APOYO A LA GESTION,"PRESTACIÓN DE SERVICIOS PROFESIONALES ESPECIALIZADOS AL DEPARTAMENTO DEL VALLE DEL CAUCA - SECRETARIA DE TURISMO, EN EL MARCO DEL PROYECTO FORTALECIMIENTO DE LA COMPETITIVIDAD E INNOVACIÓN DE LAS EMPRESAS Y CAPITAL HUMANO DEL SECTOR TURISMO DEL VALLE DEL CAUCA",Presentación de oferta,2026-08-12T00:00:00.000,2026-08-12T00:00:00.000,2026-08-12T00:00:00.000,7700000,Contratación directa,Servicios profesionales y apoyo a la gestión,1,Mes(es),No Aplica,GESTIÓN CONTRACTUAL,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10693525,709606271,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Gobernación del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-12,False,,,,2026-08-14 13:57:44,2026-09-06 11:23:43
GOBERNACION DEL VALLE DEL CAUCA - SECRETARIA DE EDUCACION,890399029,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10903508,SED-1309-2026,709360457,CO1.BDOS.10719730,PRESTACION DE SERVICIOS,"PRESTAR LOS SERVICIOS COMO PROFESIONAL EN LA SECRETARÍA DE EDUCACIÓN DEPARTAMENTAL DEL VALLE DEL CAUCA, EN EL MARCO DEL PROYECTO COFINANCIACIÓN DE LA ESTRATEGIA DE TRANSPORTE ESCOLAR PARA EL ACCESO Y LA PERMANENCIA DE LOS ESTUDIANTES DE LOS ESTABLECIMIENTOS EDUCATIVOS OFICIALES DEL VALLE DEL CAUCA",Presentación de oferta,2026-08-22T00:00:00.000,2026-08-22T00:00:00.000,2026-08-22T00:00:00.000,4000000,Contratación directa,Servicios profesionales y apoyo a la gestión,9,día(s),No Aplica,SECRETARIA DE EDUCACIÓN,0,0,0,0,0,0,0,0,0,Seleccionado,60,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10758206,709360457,Presentación de oferta,,,,,,,departamento+nit+objeto_territorio,Gobernación del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-22,False,,,,2026-08-23 21:40:22,2026-09-06 11:23:43
PLANEACIÓN MUNICIPAL CALI**,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10754668,4132.010.32.1.854-2026,703247858,CO1.BDOS.10571071,PRESTACION DE SERVICIOS PROFESIONALES ESPECIALIZADOS,Prestar servicios profesionales especializados en la Subdirección de Espacio Público y Ordenamiento Urbanístico del Departamento Administrativo de Planeación.,Presentación de oferta,2026-08-13T00:00:00.000,2026-08-13T00:00:00.000,2026-08-13T00:00:00.000,31235000,Contratación directa,Servicios profesionales y apoyo a la gestión,5,Mes(es),Cali,Planeación Municipal,0,0,0,0,0,0,0,0,0,Seleccionado,60,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10702084,703247858,Presentación de oferta,,,,,,,departamento+nit,Alcaldía de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-13,False,,,,2026-08-15 11:25:34,2026-09-06 11:23:43
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE GOBIERNO,890399011,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10852175,4112.020.32.1.672-2026,705320893,CO1.BDOS.10669240,GABRIELA GONZALEZ ZAPATA,Prestar servicios de apoyo a la gestión en el seguimiento a proyectos que se requieran por la Secretaría de Gobierno,Presentación de oferta,2026-08-14T00:00:00.000,2026-08-14T00:00:00.000,2026-08-14T00:00:00.000,9765000,Contratación directa,Servicios profesionales y apoyo a la gestión,3,Mes(es),Cali,Grupo Gobierno.,0,0,0,0,0,0,0,0,0,Seleccionado,60,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10710123,705320893,Presentación de oferta,,,,,,,departamento+nit,Alcaldía de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-14,False,,,,2026-08-16 13:54:16,2026-09-06 11:23:43
